0	2
0.000034678	1.9818
0.0015620	1.9747
0.0027368	1.9694
0.0036832	1.9498
0.0049776	1.9392
0.0062719	1.9285
0.0070996	1.9126
0.0085066	1.9126
0.0099182	1.9019
0.0099319	1.8700
0.011341	1.8647
0.011354	1.8354
0.012762	1.8327
0.012775	1.8034
0.014066	1.7990
0.015015	1.7742
0.015615	1.7422
0.015951	1.7795
0.016907	1.7369
0.017854	1.7156
0.019027	1.7138
0.019975	1.6908
0.021266	1.6890
0.021280	1.6570
0.022115	1.6233
0.022689	1.6517
0.023414	1.6011
0.024132	1.5665
0.024827	1.5878
0.025663	1.5524
0.026839	1.5435
0.027789	1.5169
0.028391	1.4787
0.029084	1.5027
0.029920	1.4672
0.031097	1.4583
0.032048	1.4281
0.033225	1.4175
0.034637	1.4068
0.035582	1.3891
0.036762	1.3731
0.037710	1.3483
0.039000	1.3483
0.039014	1.3163
0.039027	1.2844
0.039860	1.2560
0.040076	1.3004
0.041149	1.2578
0.041047	1.2223
0.042002	1.1833
0.042218	1.2258
0.043292	1.1833
0.043190	1.1478
0.044143	1.1123
0.044717	1.1407
0.045558	1.0945
0.046739	1.0750
0.047687	1.0519
0.048979	1.0448
0.048992	1.0156
0.050284	1.0111
0.051232	0.98807
0.052408	0.97919
0.053357	0.95258
0.053959	0.91709
0.054653	0.93838
0.055489	0.90289
0.056666	0.89402
0.057614	0.87095
0.058790	0.86208
0.059738	0.83901
0.060914	0.83014
0.061865	0.79997
0.063042	0.78932
0.063989	0.76803
0.065163	0.76626
0.066112	0.73964
0.067291	0.72367
0.068240	0.69883
0.069532	0.69350
0.069545	0.66422
0.070951	0.66688
0.070850	0.62785
0.071798	0.60478
0.072013	0.65091
0.072979	0.58526
0.073927	0.56219
0.075103	0.55332
0.076050	0.53202
0.077227	0.52315
0.078172	0.50718
0.079347	0.50008
0.080294	0.47879
0.081471	0.46992
0.082415	0.45572
0.083590	0.45040
0.084421	0.42467
0.085256	0.39362
0.085827	0.42733
0.086667	0.38297
0.087843	0.37410
0.088789	0.35635
0.089964	0.35103
0.090908	0.33683
0.092201	0.32885
0.093612	0.32086
0.095018	0.32352
0.096543	0.32086
0.097828	0.33151
0.099235	0.33151
0.10064	0.33151
0.10205	0.33151
0.10346	0.33151
0.10486	0.33151
0.10627	0.33151
0.10768	0.33151
0.10908	0.33151
0.11049	0.33151
0.11190	0.33151
0.11331	0.33151
0.11471	0.33151
0.11612	0.33151
0.11753	0.33151
0.11893	0.33151
0.12034	0.33151
0.12175	0.33151
0.12315	0.33151
0.12456	0.33151
0.12597	0.33151
0.12738	0.33151
0.12878	0.33151
0.13019	0.33151
0.13160	0.33151
0.13300	0.33151
0.13429	0.33506
0.13581	0.34216
0.13722	0.34216
0.13863	0.34216
0.14003	0.34216
0.14144	0.34216
0.14285	0.34216
0.14426	0.34216
0.14566	0.34216
0.14707	0.34216
0.14848	0.34216
0.14988	0.34216
0.15129	0.34216
0.15270	0.34216
0.15411	0.34216
0.15551	0.34216
0.15692	0.34216
0.15833	0.34216
0.15973	0.35946
0.16044	0.33417
0.16124	0.38652
0.16078	0.36345
0.16192	0.43088
0.16218	0.38474
0.16332	0.46282
0.16286	0.42733
0.16471	0.49299
0.16426	0.45927
0.16540	0.53025
0.16595	0.60833
0.16596	0.57639
0.16600	0.50452
0.16676	0.64382
0.16680	0.54977
0.16744	0.68995
0.16736	0.60833
0.16770	0.64027
0.16883	0.73254
0.16873	0.69883
0.16839	0.67221
0.17009	0.78932
0.17023	0.75029
0.16977	0.71480
0.17089	0.85675
0.17079	0.81594
0.17116	0.76537
0.17227	0.89934
0.17217	0.86385
0.17184	0.82126
0.17367	0.92596
0.17321	0.89579
0.17495	0.94237
0.17635	0.96899
0.17786	1.0023
0.17740	0.97032
0.17913	1.0448
0.17914	1.0129
0.17994	1.0732
0.18019	1.0342
0.18132	1.1265
0.18111	1.0839
0.18272	1.1549
0.18227	1.1061
0.18399	1.1939
0.18389	1.1549
0.18528	1.1850
0.18681	1.1939
0.18821	1.1939
0.18962	1.1939
0.19103	1.1939
0.19243	1.1939
0.19384	1.1939
0.19525	1.1939
0.19665	1.1939
0.19806	1.1939
0.19947	1.1939
0.20088	1.1939
0.20228	1.1939
0.20369	1.1939
0.20510	1.1939
0.20650	1.1939
0.20791	1.1939
0.20932	1.1939
0.21072	1.1939
0.21213	1.1939
0.21353	1.2046
0.21506	1.2046
0.21623	1.2081
0.21775	1.2152
0.21916	1.2152
0.22056	1.2152
0.22197	1.2152
0.22338	1.2152
0.22479	1.2152
0.22619	1.2152
0.22760	1.2152
0.22901	1.2152
0.23041	1.2152
0.23182	1.2152
0.23323	1.2152
0.23475	1.2152
0.23604	1.2272
0.23744	1.2458
0.23884	1.2631
0.24034	1.3039
0.24024	1.2684
0.24173	1.3501
0.24151	1.3092
0.24312	1.3838
0.24267	1.3536
0.24441	1.3949
0.24521	1.4352
0.24546	1.3962
0.24649	1.4521
0.24800	1.4885
0.24755	1.4601
0.24928	1.5080
0.25079	1.5382
0.25034	1.5133
0.25148	1.5736
0.25173	1.5346
0.25276	1.5958
0.25427	1.6322
0.25381	1.6091
0.25556	1.6464
0.25695	1.6704
0.25835	1.6890
0.25975	1.7089
0.26104	1.7192
0.26267	1.7369
0.26395	1.7502
0.26535	1.7702
0.26675	1.7915
0.26815	1.8088
0.26955	1.8221
0.27096	1.8221
0.27236	1.8221
0.27377	1.8221
0.27518	1.8221
0.27659	1.8221
0.27799	1.8221
0.27940	1.8221
0.28081	1.8221
0.28221	1.8221
0.28362	1.8221
0.28503	1.8221
0.28644	1.8221
0.28796	1.8221
0.28936	1.8327
0.29065	1.8434
0.29205	1.8434
0.29346	1.8434
0.29487	1.8434
0.29628	1.8434
0.29768	1.8434
0.29909	1.8434
0.30050	1.8434
0.30190	1.8434
0.30331	1.8434
0.30472	1.8434
0.30612	1.8434
0.30753	1.8434
0.30894	1.8434
0.31035	1.8434
0.31175	1.8434
0.31316	1.8434
0.31457	1.8434
0.31597	1.8434
0.31739	1.8327
0.31891	1.8256
0.32009	1.8221
0.32173	1.8150
0.32291	1.8114
0.32443	1.8114
0.32584	1.8114
0.32724	1.8114
0.32726	1.7795
0.32727	1.7475
0.32741	1.7067
0.32830	1.8114
0.32831	1.7795
0.32833	1.7475
0.32869	1.7103
0.32871	1.6783
0.32861	1.6411
0.32956	1.6056
0.32976	1.6837
0.32977	1.6517
0.33028	1.5648
0.33050	1.6091
0.33157	1.5665
0.33147	1.5311
0.33242	1.4956
0.33300	1.5240
0.33384	1.4778
0.33445	1.4241
0.33477	1.4814
0.33517	1.3736
0.33549	1.4494
0.33550	1.4175
0.33622	1.3855
0.33647	1.3465
0.33742	1.3252
0.33732	1.2844
0.33836	1.3217
0.33861	1.2791
0.33956	1.2507
0.34049	1.2684
0.34086	1.2245
0.34216	1.2134
0.34311	1.1797
0.34440	1.1726
0.34430	1.1371
0.34583	1.1300
0.34584	1.1007
0.34725	1.0981
0.34726	1.0715
0.34855	1.0661
0.34996	1.0555
0.35138	1.0448
0.35220	1.0289
0.35349	1.0236
0.35432	1.0076
0.35573	1.0076
0.35726	0.99516
0.35844	0.98097
0.35985	0.97032
0.36079	0.95435
0.36197	0.94903
0.36338	0.93838
0.36433	0.92241
0.36550	0.91709
0.36703	0.91176
0.36856	0.89934
0.36985	0.89579
0.37125	0.89579
0.37267	0.88515
0.37407	0.88515
0.37560	0.87805
0.37690	0.86385
0.37830	0.86385
0.37960	0.85321
0.38054	0.83901
0.38183	0.84256
0.38324	0.84256
0.38476	0.83546
0.38618	0.82481
0.38759	0.81417
0.38888	0.81062
0.39029	0.81062
0.39169	0.81062
0.39310	0.81062
0.39451	0.81062
0.39591	0.81062
0.39732	0.81062
0.39873	0.81062
0.40014	0.81062
0.40154	0.81062
0.40295	0.81062
0.40448	0.80352
0.40577	0.79997
0.40718	0.79997
0.40870	0.79287
0.40999	0.78932
0.41129	0.77868
0.41281	0.77868
0.41434	0.77158
0.41563	0.76803
0.41704	0.76803
0.41845	0.76803
0.41996	0.77868
0.42125	0.78267
0.42265	0.79465
0.42406	0.80529
0.42546	0.81062
0.42698	0.82126
0.42827	0.82659
0.42967	0.83590
0.43107	0.85587
0.43257	0.90999
0.43236	0.86740
0.43396	0.94548
0.43386	0.91176
0.43352	0.88515
0.43536	0.97742
